,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
88778,gdb_88779,CN1CC1C1CN=CO1,3.68233,1.15604,1.05527,0.7056,75.71,-0.2277,0.0183,0.246,1192.7318,0.160503,-419.182228,-419.173867,-419.172923,-419.215911,30.821
53014,gdb_53015,CC#CC12CN1CCC2,4.10852,0.89842,0.83511,1.3798,89.67,-0.2234,0.0479,0.2713,1481.8577,0.171501,-365.978142,-365.969151,-365.968207,-366.013,33.326
105111,gdb_105112,C1CC1(CO)C2COC2,2.76842,1.16091,1.0091,0.603,78.07,-0.2451,0.0706,0.3157,1266.3413,0.182267,-424.177201,-424.167884,-424.16694,-424.212136,34.374
111488,gdb_111489,CC1CC2CC2C1CO,2.55745,1.34365,1.08874,1.1482,84.19,-0.2597,0.0746,0.3343,1222.4562,0.207384,-388.286351,-388.277355,-388.276411,-388.319556,35.581
21546,gdb_21547,C#Cc1c(nno1)N,3.74454,1.97574,1.29479,4.3073,64.97,-0.2262,-0.0579,0.1683,846.7869,0.071603,-393.52231,-393.515427,-393.514483,-393.553279,25.44
47458,gdb_47459,N=C1OCOC1CC#N,3.35728,1.12186,0.87194,4.1439,66.97,-0.2898,-0.0034,0.2865,1243.773,0.113434,-453.969292,-453.961233,-453.960289,-454.002884,28.544
6544,gdb_6545,CC(C)(O)C1(C)CO1,2.70154,1.87262,1.63017,1.7967,70.0,-0.2586,0.078,0.3367,933.5274,0.174114,-386.133379,-386.12421,-386.123266,-386.166228,35.261
132313,gdb_132314,NC1=NC(F)=NC(=N)N1,2.02424,1.9673,0.99797,5.7263,65.13,-0.2298,-0.0258,0.204,1066.4832,0.091587,-490.280075,-490.272701,-490.271757,-490.312007,27.824
109040,gdb_109041,CCC1=CC2NC2C1O,3.03451,1.28021,1.04155,2.2179,80.66,-0.2307,0.0083,0.239,1216.1244,0.172117,-403.13245,-403.12387,-403.122926,-403.165826,33.11
38875,gdb_38876,C1C2CCC3OC2OC13,2.72792,2.1297,1.9099,2.1207,71.45,-0.2511,0.0841,0.3353,841.3244,0.164899,-423.039306,-423.033514,-423.03257,-423.069056,25.922
94470,gdb_94471,OC1COC11CCCC1,2.84053,1.31353,1.1434,2.1426,78.14,-0.237,0.0656,0.3026,1174.1386,0.183277,-424.222832,-424.214096,-424.213152,-424.257109,33.189
41834,gdb_41835,C1OC2OC3C1C3C=C2,2.4603,2.25896,1.96657,2.0842,70.37,-0.2327,0.0045,0.2372,820.1495,0.139887,-421.817752,-421.811717,-421.810773,-421.847721,25.97
38288,gdb_38289,C1C2CC1C1C3CC1C23,3.63665,1.67026,1.64919,0.1363,84.64,-0.2711,0.0956,0.3667,934.0363,0.187521,-349.887804,-349.881851,-349.880907,-349.91759,27.351
30259,gdb_30260,OC1CN2C=NC(O)=C12,2.86615,1.51889,1.0432,2.3493,69.46,-0.2041,0.0236,0.2278,1083.1234,0.11442,-453.937231,-453.929722,-453.928778,-453.96942,28.477
19995,gdb_19996,N#CC1NC1C1CN1,3.69992,1.6663,1.32405,5.887,65.81,-0.2482,0.0079,0.2562,918.5263,0.120455,-358.793764,-358.786459,-358.785515,-358.82581,26.562
14903,gdb_14904,C#CC1OCCC=C1,4.56884,1.53944,1.25551,1.5488,72.6,-0.251,0.0123,0.2633,965.5758,0.130542,-346.567192,-346.559874,-346.55893,-346.598749,27.971
30356,gdb_30357,OC1CNC2=COC=C12,3.05648,1.58098,1.08382,2.4405,71.22,-0.1932,0.019,0.2122,1055.6962,0.126973,-437.890786,-437.883526,-437.882582,-437.922468,28.458
63476,gdb_63477,CC1(C)CC1(O)CC#C,3.23727,1.04606,0.9206,0.9904,85.39,-0.246,0.0448,0.2908,1357.68,0.178604,-387.049323,-387.038914,-387.03797,-387.084061,39.574
59998,gdb_59999,CC(O)CC(C)N1CC1,2.43559,1.05695,0.85581,1.3622,86.28,-0.226,0.0707,0.2968,1487.1054,0.215461,-405.522733,-405.512093,-405.511149,-405.558149,39.856
86412,gdb_86413,CC1CC(C)C2CC1O2,2.1036,1.82091,1.37255,1.6494,83.85,-0.235,0.0766,0.3116,1093.8565,0.207646,-388.293749,-388.285272,-388.284328,-388.326295,34.131
115566,gdb_115567,CCC1CCC1(C)C=O,2.41151,1.04784,1.01906,2.7278,86.5,-0.243,-0.0187,0.2242,1381.5086,0.203614,-388.302293,-388.291945,-388.291001,-388.337914,37.879
24881,gdb_24882,N=C1OC(=CN=C1)C#C,3.48577,1.32335,0.9592,2.8458,83.34,-0.2318,-0.0851,0.1467,1129.5938,0.089225,-415.591666,-415.58425,-415.583306,-415.623779,27.8
113130,gdb_113131,COC1CC1(C#C)C#N,2.12764,1.35535,1.09853,3.6259,77.32,-0.2517,0.0081,0.2598,1174.4585,0.121358,-400.697489,-400.688107,-400.687163,-400.731725,33.704
46243,gdb_46244,O=C1OCC11NC1C#C,2.85641,1.36359,1.08204,4.7974,69.28,-0.2611,-0.015,0.2461,1092.6536,0.099779,-436.632877,-436.624963,-436.624019,-436.665683,29.102
76115,gdb_76116,CC12OC1C(C#N)C2N,3.20535,1.3233,1.12342,4.5906,73.1,-0.2481,0.0218,0.2699,1108.8855,0.135471,-417.984866,-417.976162,-417.975218,-418.01809,32.398
110602,gdb_110603,CC12OC1C1C(CO)C21,3.60562,1.07986,1.03993,2.8809,74.99,-0.2272,0.0582,0.2853,1238.843,0.157387,-422.939353,-422.930614,-422.929669,-422.973232,33.377
80948,gdb_80949,CC1C2OC1(C)C2C#N,2.51371,1.34051,1.21717,2.5679,77.01,-0.2602,0.0146,0.2748,1126.8562,0.14602,-401.907589,-401.898907,-401.897963,-401.940606,32.792
27616,gdb_27617,c1cnc(nc1O)C#N,3.52508,1.31038,0.95528,5.1175,70.4,-0.2867,-0.0778,0.2088,1106.7588,0.08019,-431.74211,-431.735326,-431.734382,-431.773572,25.228
11058,gdb_11059,CC12CCC(C1)OC2,3.23876,2.18882,1.8538,1.6257,73.23,-0.2353,0.0773,0.3126,832.4659,0.179792,-349.026875,-349.019944,-349.018999,-349.05741,28.521
131506,gdb_131507,OC1CC2=CNN=C2C1,3.67016,1.35242,1.15129,2.7789,73.97,-0.2367,0.0141,0.2508,1064.9742,0.139616,-418.032155,-418.024967,-418.024023,-418.063721,28.653
38046,gdb_38047,C1C2C=CC11CC=CC21,3.56101,1.74037,1.49379,0.3188,83.97,-0.2182,0.0144,0.2326,931.3196,0.162407,-348.717689,-348.71139,-348.710446,-348.747755,27.976
23177,gdb_23178,ON=C1CC=CC11CO1,2.45788,1.62595,1.05362,1.9918,74.86,-0.2413,-0.0155,0.2258,1102.8728,0.123585,-437.831704,-437.823848,-437.822904,-437.864164,30.08
27918,gdb_27919,c1(nc(nc(n1)O)O)O,2.06485,2.02195,1.02159,2.7396,58.66,-0.2825,-0.0167,0.2658,1037.6031,0.080861,-506.042677,-506.036022,-506.035078,-506.073878,25.508
120424,gdb_120425,CCCC1CC(=O)C=C1,4.77595,0.74035,0.68466,3.7846,86.44,-0.2345,-0.0429,0.1916,1689.9432,0.182489,-387.137146,-387.127841,-387.126897,-387.172284,34.198
76961,gdb_76962,CC1C(N1C=[NH2+])C([O-])=O,1.91491,1.66811,0.94027,5.5606,72.88,-0.2508,-0.019,0.2318,1219.9115,0.134997,-455.161124,-455.152321,-455.151376,-455.195089,31.841
70163,gdb_70164,CC12CN1CC(=O)C2=O,2.60525,1.72285,1.19044,3.6029,70.24,-0.2313,-0.0927,0.1386,1026.2747,0.123234,-437.893073,-437.885004,-437.88406,-437.925734,30.151
37656,gdb_37657,C1C2C3C4C5C(C1N34)N25,2.86352,2.69819,2.28454,0.0926,71.45,-0.2126,0.0783,0.291,727.0209,0.141748,-380.840776,-380.83586,-380.834916,-380.869706,22.698
40709,gdb_40710,C1OC1C1CC2(CC2)O1,3.78268,1.13037,1.07012,1.5256,75.73,-0.2298,0.073,0.3028,1202.4292,0.15843,-422.966157,-422.957944,-422.957,-422.999712,31.269
112736,gdb_112737,CC1CC(CO)C11CO1,2.43986,1.20339,0.92146,2.2021,78.77,-0.2559,0.0724,0.3283,1334.052,0.180971,-424.191247,-424.181668,-424.180724,-424.225812,35.611
94655,gdb_94656,CC1OCC1COC=N,3.96578,0.76374,0.68681,3.0286,78.36,-0.2504,0.0181,0.2686,1651.7635,0.169554,-440.260034,-440.250129,-440.249185,-440.296954,34.087
46127,gdb_46128,O=C1NCC(CC#C)O1,3.69962,1.00774,0.82407,4.8845,70.94,-0.265,0.0393,0.3043,1333.0788,0.124454,-437.903215,-437.894829,-437.893884,-437.93693,30.687
106321,gdb_106322,CCC12OC(C)C1C2C,2.56118,1.24851,1.0668,1.3694,86.41,-0.2266,0.0815,0.3081,1300.7986,0.204212,-388.265662,-388.25576,-388.254815,-388.300026,37.527
3171,gdb_3172,C1OC11CCC=C1,5.84304,2.3301,1.92004,1.954,62.9,-0.2399,0.012,0.2519,688.1449,0.125993,-308.510782,-308.504627,-308.503682,-308.541284,23.232
126380,gdb_126381,CCC1=NC=NNC1=N,2.70471,1.49758,0.97526,1.2409,79.82,-0.2249,-0.0625,0.1624,1181.3687,0.137655,-414.203534,-414.195321,-414.194377,-414.236739,30.575
117057,gdb_117058,CCOC(=N)C(=O)NC,2.76151,0.9643,0.72445,4.0931,75.95,-0.2582,-0.0262,0.232,1573.2239,0.158133,-456.390507,-456.38005,-456.379106,-456.427129,35.793
130676,gdb_130677,c1c2c([nH]c(=O)[nH]2)[nH]n1,5.4255,1.30686,1.05318,1.7889,65.65,-0.1977,0.0201,0.2177,1022.2109,0.093083,-448.972716,-448.965661,-448.964716,-449.00424,26.367
41317,gdb_41318,C1CC23OC=NC2CC13,3.26163,1.75717,1.37803,1.778,74.7,-0.2366,0.0175,0.2541,953.6234,0.150356,-401.93945,-401.932696,-401.931751,-401.970569,27.421
110198,gdb_110199,CC12CC(C)(C1)C2CO,2.12779,1.48708,1.04455,1.3784,87.16,-0.2609,0.074,0.3349,1262.8488,0.204608,-388.248387,-388.238596,-388.237652,-388.282605,37.559
84317,gdb_84318,OC1C=CC(=O)C2CC12,3.20662,1.42104,1.09411,3.4079,74.96,-0.2394,-0.0512,0.1883,1082.779,0.136937,-421.842048,-421.834293,-421.833348,-421.874302,30.125
67743,gdb_67744,OC12C=CC3(O)CC1C23,3.29391,1.5628,1.37081,2.4774,71.94,-0.2281,0.0124,0.2405,965.3499,0.135105,-421.78365,-421.776064,-421.77512,-421.814987,31.171
23805,gdb_23806,FC1=CC=NOC1=N,3.39988,2.35058,1.38975,2.9323,58.2,-0.2488,-0.0778,0.171,780.5364,0.071941,-438.657238,-438.651096,-438.650152,-438.687747,22.771
7465,gdb_7466,CC1(CCC1)CC#C,3.56503,1.41444,1.2828,0.6064,80.12,-0.2591,0.0513,0.3104,1055.3783,0.175565,-311.832791,-311.824056,-311.823112,-311.865675,33.423
64387,gdb_64388,CC1(C)OCOC1C#C,2.29238,1.60643,1.25917,1.0539,76.41,-0.2499,0.03,0.2798,1087.9523,0.156724,-422.99618,-422.986779,-422.985835,-423.030368,35.014
26879,gdb_26880,Cc1c(ncc(=O)o1)O,2.99545,1.49104,1.0017,3.1961,71.77,-0.223,-0.0835,0.1395,1097.2601,0.099942,-473.877379,-473.869391,-473.868447,-473.910122,29.308
119169,gdb_119170,COCC1(CN1)C1CN1,2.59154,1.1076,0.8823,3.4875,79.48,-0.2362,0.0693,0.3054,1389.5308,0.182657,-420.331546,-420.321996,-420.321052,-420.366572,34.799
3658,gdb_3659,Cc1c(nno1)N,3.6429,3.53815,1.82407,3.9411,53.06,-0.2287,-0.0301,0.1986,652.8042,0.089955,-356.676972,-356.670229,-356.669285,-356.707806,23.379
97297,gdb_97298,CN=CN1C=CCC1=O,3.48816,1.08798,0.83788,1.739,82.74,-0.2212,-0.0175,0.2037,1355.2838,0.136091,-418.057917,-418.049517,-418.048573,-418.091165,30.821
127543,gdb_127544,CN1N=CC(=N)C(C)=N1,3.05907,1.45889,1.00018,2.3757,85.13,-0.212,-0.0367,0.1753,1166.6813,0.136477,-414.17945,-414.170831,-414.169887,-414.213322,31.218
84529,gdb_84530,OC1C=CC2C(C#N)C12,2.22183,1.8681,1.48887,4.1675,72.69,-0.2535,-0.0164,0.2371,943.3601,0.12583,-400.753036,-400.745558,-400.744614,-400.784869,29.114
28296,gdb_28297,c1c(cn2c1CC=C2)N,5.01452,1.23862,1.00076,1.338,84.68,-0.1681,0.0058,0.1738,1151.3367,0.13873,-380.907546,-380.900077,-380.899133,-380.939119,29.837
29109,gdb_29110,OC1=CNC(=N)C(=N)O1,3.13111,1.477,1.00482,3.5061,70.49,-0.1952,-0.0359,0.1594,1085.593,0.101726,-470.022869,-470.014881,-470.013937,-470.055575,29.886
50185,gdb_50186,O=CC1OC2C(C#C)C12,2.1488,1.93397,1.25198,3.9396,71.01,-0.2419,-0.0265,0.2154,995.9597,0.10965,-420.539711,-420.53156,-420.530616,-420.572795,29.926
116048,gdb_116049,OCC1CCC=CC=C1,3.10796,1.1001,0.85554,1.7692,88.55,-0.2079,-0.0185,0.1894,1372.3142,0.184166,-387.098875,-387.089986,-387.089042,-387.132985,33.861
116759,gdb_116760,CCN=COC(C)C#C,2.88601,0.80088,0.67293,2.6288,85.78,-0.2446,0.0229,0.2675,1734.8347,0.166947,-403.109892,-403.099135,-403.098191,-403.14686,37.998
126937,gdb_126938,CCNc1[nH]nc(n1)N,6.31779,0.79826,0.71835,3.6036,76.31,-0.1899,0.0525,0.2424,1570.6213,0.149822,-431.478551,-431.469294,-431.46835,-431.5129,33.663
131720,gdb_131721,C(c1nnn(n1)C=O)O,6.55236,0.89054,0.80873,2.5089,63.63,-0.2942,-0.0941,0.2001,1317.8311,0.089079,-486.047762,-486.039814,-486.038869,-486.081453,27.075
116779,gdb_116780,COC=NCC1(C)CO1,3.68148,0.74916,0.70873,2.2176,80.58,-0.2465,0.0197,0.2661,1686.2618,0.167643,-440.258097,-440.247664,-440.24672,-440.29538,35.961
130863,gdb_130864,c1c(cnoc1=O)C=O,3.95625,1.17035,0.90317,3.1292,66.28,-0.2799,-0.1269,0.1531,1153.1424,0.076735,-472.631788,-472.624567,-472.623622,-472.66401,25.869
88751,gdb_88752,CC1CC1C1OC2CC12,3.32052,1.12926,1.10119,1.6003,81.55,-0.2311,0.0738,0.3049,1230.5087,0.182425,-387.029437,-387.020951,-387.020007,-387.06279,33.069
68630,gdb_68631,CC12CC(CC1)C2C=O,2.21287,1.71578,1.39232,2.3814,82.22,-0.2445,-0.0235,0.221,1058.2642,0.183092,-387.099611,-387.091228,-387.090284,-387.13253,32.749
125346,gdb_125347,Cc1cnc2n1cn[nH]2,3.38438,1.73127,1.1536,2.0442,73.12,-0.2029,0.0016,0.2045,997.1173,0.116045,-413.021947,-413.014836,-413.013891,-413.053365,26.965
90527,gdb_90528,CC1NC2C(OC12)C#C,4.6327,1.06084,0.97256,2.4752,78.88,-0.2296,0.0219,0.2515,1243.2749,0.146714,-401.863448,-401.855043,-401.854099,-401.896479,32.21
117550,gdb_117551,COCC(C#C)C(C)O,2.17429,1.04804,0.84312,1.2248,81.75,-0.2562,0.0447,0.3009,1484.8361,0.178694,-424.183147,-424.17211,-424.171166,-424.219502,39.482
119142,gdb_119143,CCCC1(CC1)C(C)O,2.29783,1.02873,0.84673,1.3744,88.75,-0.2617,0.0702,0.3319,1533.7558,0.227037,-389.486434,-389.47549,-389.474546,-389.522463,41.151
33473,gdb_33474,C#CC1(CC2CC12)C#N,2.20129,1.72471,1.17869,4.0487,78.69,-0.2793,0.01,0.2894,1062.2618,0.123534,-363.555599,-363.547486,-363.546542,-363.588148,31.064
66698,gdb_66699,CC12C3C4C3C(=O)N1C24,2.99729,1.83231,1.48455,4.3807,71.2,-0.2351,-0.0126,0.2225,913.0203,0.124813,-400.715723,-400.708914,-400.70797,-400.746733,27.437
67654,gdb_67655,CC12C3CC4CC1C4N23,2.98732,1.87185,1.5953,1.6425,80.82,-0.2194,0.0826,0.302,938.5,0.173926,-365.975384,-365.968534,-365.96759,-366.006117,28.976
11530,gdb_11531,OC(CC1CC1)C=O,5.53669,1.02293,0.93085,2.1693,69.4,-0.2645,-0.0371,0.2274,1243.0655,0.152091,-384.934021,-384.925459,-384.924515,-384.967801,30.967
26881,gdb_26882,Cc1ccc(=O)[nH]c1O,3.08667,1.37992,0.95926,3.8335,77.56,-0.1989,-0.0252,0.1737,1168.2699,0.124595,-437.964759,-437.956205,-437.95526,-437.99853,31.344
80963,gdb_80964,CC1C2CC1(O)C2C=O,2.67523,1.19367,1.10925,2.9661,77.67,-0.2409,-0.0245,0.2163,1201.9997,0.15782,-422.983116,-422.974238,-422.973294,-423.016727,33.524
39215,gdb_39216,C1C2CCC3NC3C1O2,2.4865,1.98996,1.51179,1.4556,76.76,-0.2362,0.0659,0.3022,954.5455,0.175178,-403.11299,-403.106089,-403.105145,-403.143919,29.018
66645,gdb_66646,CC12C3C1C1OCC3C21,4.03234,1.53079,1.41553,1.8199,77.67,-0.2295,0.0991,0.3286,979.4213,0.161585,-385.849439,-385.842583,-385.841639,-385.880323,28.353
92159,gdb_92160,CC12C3CC(CC1O)N23,2.21043,2.04357,1.52287,2.0255,77.47,-0.2283,0.0672,0.2955,977.4662,0.172425,-403.121299,-403.113424,-403.112479,-403.153066,31.833
40938,gdb_40939,C1CC2(CCC=CC2)O1,3.17504,1.36946,1.21261,1.578,83.13,-0.2333,0.0325,0.2658,1124.7122,0.184423,-387.095489,-387.087471,-387.086527,-387.128172,31.623
93931,gdb_93932,CC1COC(O1)C(C)=O,3.37314,1.16153,0.99789,1.8277,72.02,-0.2311,-0.0184,0.2127,1256.5186,0.157208,-460.184765,-460.175287,-460.174342,-460.219839,33.595
77003,gdb_77004,CC1(O)C(O)C1CC#C,3.06913,1.02987,0.96962,0.3027,77.54,-0.2437,0.0473,0.2911,1299.3347,0.155461,-422.970295,-422.960166,-422.959221,-423.005078,37.901
11078,gdb_11079,OC1C2(O)CCC12O,2.22228,2.15983,1.88041,0.4288,60.82,-0.2272,0.0654,0.2926,838.6859,0.128676,-420.829988,-420.821826,-420.820882,-420.861885,30.902
18258,gdb_18259,CCC1CCC2OC12,4.1523,1.48699,1.24289,1.7613,73.93,-0.2541,0.0886,0.3427,1041.8066,0.178332,-349.009103,-349.001373,-349.000429,-349.041131,29.765
116489,gdb_116490,OCC1COCOC=N1,3.26951,1.1731,0.904,2.7214,70.12,-0.2521,0.0006,0.2527,1252.1453,0.149171,-476.214616,-476.206383,-476.205439,-476.247895,30.624
83628,gdb_83629,OC1C2OCC2=CC1=O,3.23931,1.53498,1.17829,2.3192,69.15,-0.2419,-0.0624,0.1795,1003.9346,0.11272,-457.731164,-457.723717,-457.722773,-457.763351,27.991
89153,gdb_89154,CC1OC2(C)C(C)CC12,2.14577,1.56416,1.28861,1.4689,85.41,-0.2344,0.0792,0.3137,1168.9382,0.20448,-388.279504,-388.269988,-388.269043,-388.313291,36.811
116566,gdb_116567,CCN=C1OC2(C)CC12,4.32271,0.8986,0.83947,2.5017,84.69,-0.2445,0.0258,0.2703,1481.9253,0.169408,-403.129331,-403.120029,-403.119084,-403.164165,34.391
26223,gdb_26224,CC(C)c1cnc([nH]1)O,3.85989,1.00713,0.8483,2.2896,78.06,-0.1961,0.0504,0.2465,1378.4809,0.159961,-419.262035,-419.252931,-419.251987,-419.296011,34.223
13648,gdb_13649,CC1OC1C#CC#N,5.82981,0.91972,0.8378,4.6633,73.89,-0.2824,-0.0581,0.2244,1289.4624,0.094169,-361.428584,-361.420699,-361.419755,-361.461447,27.371
25734,gdb_25735,c1c[nH]c(c1N)C(=O)N,2.71116,1.56475,0.99953,3.3314,77.18,-0.1869,-0.0083,0.1786,1122.2692,0.127029,-434.141591,-434.13341,-434.132466,-434.174001,31.936
70350,gdb_70351,OC12CC1CC1CC2O1,2.72036,1.81063,1.51527,0.5207,73.5,-0.2341,0.0746,0.3088,945.4631,0.161167,-423.000589,-422.993425,-422.99248,-423.031562,30.116
99552,gdb_99553,CNC(C#N)C(O)C#C,2.22243,1.16859,0.93744,4.1507,75.12,-0.2552,0.0144,0.2696,1301.3887,0.133591,-417.961051,-417.9508,-417.949856,-417.996858,35.906
54489,gdb_54490,CC(=O)C12CC1OC2=N,2.60198,1.60464,1.10512,1.3565,71.33,-0.2556,-0.0292,0.2264,1074.1657,0.122582,-437.87827,-437.869901,-437.868957,-437.911806,30.657
70751,gdb_70752,CC12COCCCC1O2,2.44832,1.57556,1.16355,1.4458,77.73,-0.2467,0.0798,0.3265,1134.1682,0.183465,-424.218009,-424.209657,-424.208713,-424.250475,33.09
133583,gdb_133584,FC(F)(F)C1CC1C=O,2.85527,1.14139,0.99696,3.1171,56.03,-0.2585,-0.0308,0.2277,1149.0677,0.096235,-568.192541,-568.184273,-568.183328,-568.226577,29.49
12859,gdb_12860,OC12CCC1CCC2,2.76795,2.22998,1.75119,1.2559,73.34,-0.249,0.0794,0.3284,864.3545,0.178726,-349.013499,-349.006052,-349.005108,-349.044903,29.913
28214,gdb_28215,Cc1[nH]c2c(n1)OCC2,4.72899,1.23801,1.00169,4.5131,76.64,-0.1811,0.0284,0.2095,1171.3505,0.138359,-418.041822,-418.033898,-418.032954,-418.074735,29.131
55697,gdb_55698,C1CC(C1)(CC(=O)N)O,2.7822,1.18075,0.99878,4.1086,74.88,-0.2336,0.0355,0.269,1253.3013,0.170501,-440.315024,-440.305678,-440.304733,-440.349707,35.63
122130,gdb_122131,CCC(CCOC)OC,3.08214,0.69262,0.59191,1.596,87.21,-0.2449,0.081,0.3259,1980.7317,0.225426,-426.610412,-426.598296,-426.597351,-426.649229,41.436
35764,gdb_35765,N#CC1NCC2CC1N2,3.06832,1.46822,1.30557,6.1424,74.74,-0.2293,0.0277,0.2569,1021.5774,0.151858,-398.104114,-398.0968,-398.095856,-398.135876,29.063
30749,gdb_30750,COc1c(c(c[nH]1)N)N,3.00872,1.27125,0.94941,1.4071,76.77,-0.1691,0.0581,0.2272,1239.617,0.147956,-435.270405,-435.260473,-435.259528,-435.305432,35.754
89834,gdb_89835,OC1CC2(CC2)CC1=O,3.19334,1.2263,0.9888,2.7195,75.4,-0.2512,-0.0284,0.2229,1213.9157,0.159062,-423.044181,-423.035882,-423.034937,-423.077133,32.436
103254,gdb_103255,CCC1(C)C2CC(=O)C12,2.37369,1.38881,1.11793,3.3157,83.34,-0.2367,-0.0084,0.2283,1203.8866,0.181129,-387.090443,-387.081196,-387.080252,-387.124549,35.275
36044,gdb_36045,N#CCC1(CN1)C1CO1,3.67313,1.08179,0.93637,3.1039,72.17,-0.2604,0.0184,0.2788,1235.9122,0.13572,-417.967394,-417.958807,-417.957862,-418.001348,31.146
14674,gdb_14675,C(CC#CCO)C=O,9.14339,0.56031,0.55029,1.4912,71.51,-0.2516,-0.031,0.2206,1916.8423,0.127458,-383.711924,-383.702287,-383.701343,-383.749075,31.444
2806,gdb_2807,OCC1OCC1O,4.36438,2.14307,1.61533,3.698,52.99,-0.2467,0.0505,0.2972,761.6842,0.124523,-382.754967,-382.747549,-382.746605,-382.786836,26.192
100560,gdb_100561,COC(C)C(=O)C1CO1,2.45685,1.1566,1.05221,2.6409,72.57,-0.2401,-0.0328,0.2073,1260.886,0.155826,-460.139005,-460.129021,-460.128077,-460.174427,34.989
61116,gdb_61117,OC(CC#C)(C=O)C#C,2.54504,1.22598,1.05611,2.9096,73.86,-0.257,-0.043,0.214,1172.8716,0.106382,-420.55169,-420.541535,-420.54059,-420.586945,35.89
59734,gdb_59735,CC(C)C1CCOC1=N,2.51035,1.33058,0.92188,2.8654,83.34,-0.2558,0.03,0.2858,1318.1051,0.195003,-404.383353,-404.374067,-404.373123,-404.417406,35.308
65579,gdb_65580,CC1(CC2NC2C1)C#N,2.81805,1.35248,1.21762,3.0973,78.39,-0.2537,0.0369,0.2905,1107.0007,0.160959,-382.075755,-382.067525,-382.066581,-382.108643,31.904
55263,gdb_55264,CC1=CC([NH2+]C1)C([O-])=O,3.28282,1.08803,0.93293,5.591,74.72,-0.2321,0.0029,0.235,1287.3139,0.148542,-439.133613,-439.125076,-439.124132,-439.167346,31.491
76699,gdb_76700,CC1C(CCC#N)N1C,3.24614,0.77684,0.73353,3.4039,83.93,-0.2278,0.0335,0.2613,1619.9028,0.181215,-383.257063,-383.246788,-383.245844,-383.293003,36.628
104025,gdb_104026,CC1(CO)OC2CC2O1,3.09719,1.34606,1.23627,2.0401,70.37,-0.2391,0.0773,0.3164,1091.6539,0.157967,-460.142592,-460.134072,-460.133128,-460.17548,33.09
129509,gdb_129510,NC(=O)N1N=NOC1=N,2.97456,1.64304,1.05841,3.134,59.4,-0.265,-0.0651,0.1999,1010.9412,0.076724,-502.104423,-502.096454,-502.09551,-502.137861,27.919
65973,gdb_65974,OC1(CCC11CO1)C=O,2.42918,1.47468,1.29426,2.5961,69.17,-0.2588,-0.0401,0.2187,1053.1535,0.133801,-458.938058,-458.929663,-458.928719,-458.971093,31.669
39681,gdb_39682,C1CC(O1)C1CCCC1,3.89341,0.99254,0.85671,1.5792,85.34,-0.2387,0.0804,0.3191,1424.9669,0.208147,-388.290882,-388.282135,-388.281191,-388.325654,32.887
81010,gdb_81011,CC1CC2(O)CC1C2O,2.55487,1.47672,1.23272,2.1948,77.47,-0.2515,0.0636,0.3152,1116.8361,0.183091,-424.21671,-424.208131,-424.207186,-424.249087,34.714
113206,gdb_113207,CC1(CC1CO)N1CC1,3.26399,0.96965,0.85529,0.8296,83.45,-0.2189,0.0766,0.2955,1434.7782,0.192438,-404.291813,-404.281874,-404.280929,-404.326677,37.228
101049,gdb_101050,CC(CO)C1(CO1)C#N,2.26038,1.18104,1.04287,2.6823,72.28,-0.2787,0.0004,0.2791,1244.6302,0.14518,-439.06855,-439.058694,-439.05775,-439.10358,34.973
80149,gdb_80150,CC1C2N=COCC12O,2.24795,1.72763,1.4645,1.3304,71.89,-0.2262,0.0159,0.2421,994.7333,0.147986,-439.076439,-439.068038,-439.067094,-439.109159,31.832
125789,gdb_125790,Cc1c2c(on1)OCC2,3.30125,1.52122,1.06207,4.5125,70.94,-0.2163,0.0135,0.2298,1091.6911,0.125625,-437.879367,-437.871672,-437.870728,-437.912515,28.01
77434,gdb_77435,CC12NC(=N)C1(O)C2O,2.44534,1.5674,1.20513,2.7845,71.5,-0.2211,0.0101,0.2313,1067.3129,0.133863,-455.096286,-455.087026,-455.086082,-455.129826,34.489
246,gdb_247,C(=N)NC(=O)N,8.72614,2.55084,1.99804,5.2585,46.05,-0.2443,0.0042,0.2484,586.8385,0.085659,-318.641916,-318.635509,-318.634565,-318.672134,22.001
95097,gdb_95098,CC1NCC2NC12C#N,2.4754,1.58293,1.17757,3.2827,77.38,-0.2294,0.014,0.2435,1084.4728,0.14945,-398.119925,-398.111745,-398.110801,-398.15247,31.386
107313,gdb_107314,CCC12CN1C=CC2=O,2.6773,1.65086,1.17154,2.6782,78.04,-0.2401,-0.052,0.1881,1074.4536,0.1481,-401.959635,-401.951544,-401.950599,-401.992234,30.946
118021,gdb_118022,COCC(O)C(N)C#N,3.68404,0.81158,0.69182,5.0024,73.66,-0.2694,0.0261,0.2955,1605.0536,0.157757,-456.33161,-456.321039,-456.320095,-456.367818,36.856
48958,gdb_48959,O=CC12NC3CC1NC23,3.16943,1.65505,1.40987,3.5824,72.4,-0.2304,-0.0359,0.1945,943.8608,0.138224,-417.944625,-417.937784,-417.936839,-417.976082,27.244
104817,gdb_104818,CCC1(CCC1=O)OC,2.04228,1.49199,1.14911,1.9888,79.05,-0.223,-0.0252,0.1977,1203.4407,0.179833,-424.22755,-424.217448,-424.216504,-424.262627,36.64
